26.3,5,27,3,2
26.4,7,28,3,2
26.5,5,28,1,3
26.6,5,28,1,4
26.7,6,29,2,4
26.8,6,27,2,3
26.9,6,30,2,3
27.0,5,29,2,4
27.1,6,27,3,3
27.2,5,30,2,3
27.3,6,29,1,4
27.4,5,28,0,4
27.5,6,28,2,4
27.6,6,29,3,3
27.7,5,27,3,5
27.8,6,30,1,3
27.9,5,28,2,2
28.0,6,30,1,3
28.1,6,30,1,3
28.2,6,29,3,2
28.3,5,28,0,3
28.4,6,27,0,3
28.5,6,29,2,4
28.6,7,29,0,3
28.7,6,27,4,3
28.8,6,28,0,2
28.9,5,29,3,2
29.0,6,30,2,3
29.1,6,29,2,3
29.2,6,28,4,4
29.3,5,28,3,3
29.4,6,30,2,3
29.5,7,28,2,2
29.6,6,29,4,4
29.7,5,31,2,3
29.8,6,29,1,2
29.9,6,29,3,4
30.0,6,29,3,2
30.1,7,28,2,3
30.2,6,28,1,5
30.3,6,29,3,4
30.4,5,30,0,2
30.5,6,28,0,2
30.6,7,27,4,3
30.7,7,29,2,3
30.8,6,30,3,3
30.9,5,28,1,3
31.0,6,30,2,1
31.1,6,28,4,2
31.2,7,28,2,3
31.3,5,29,3,3
31.4,6,28,2,2
31.5,7,30,4,3
31.6,5,30,2,4
31.7,5,30,3,3
31.8,6,29,2,2
31.9,6,31,2,3
32.0,6,30,4,3
32.1,5,30,3,3
32.2,5,30,1,5
32.3,5,29,3,3
32.4,6,30,1,3
32.5,6,27,3,2
32.6,6,28,0,3
32.7,5,26,2,3
32.8,5,28,2,3
32.9,6,26,2,2
33.0,5,27,1,4
33.1,6,28,4,3
33.2,6,28,2,3
33.3,6,29,4,4
33.4,5,30,3,3
33.5,5,30,3,3
33.6,4,30,3,2
33.7,6,30,3,3
33.8,6,30,5,3
33.9,7,29,4,3
34.0,5,31,4,2
34.1,5,31,5,3
34.2,5,31,0,3
34.3,6,29,1,2
34.4,6,30,1,3
34.5,6,30,3,3
34.6,7,28,1,5
34.7,7,29,-1,2
34.8,6,29,-1,4
34.9,6,29,-2,3
35.0,6,29,3,4
35.1,5,29,1,4
35.2,6,28,0,3
35.3,5,27,1,3
35.4,7,27,2,3
35.5,7,28,2,3
35.6,6,30,2,4
35.7,5,27,4,3
35.8,6,29,5,3
35.9,7,30,6,4
36.0,6,28,4,3
36.1,6,30,5,2
36.2,6,29,3,2
36.3,5,29,4,3
36.4,6,28,3,3
36.5,5,30,3,2
36.6,5,30,4,3
36.7,5,29,2,3
36.8,3,28,4,4
36.9,5,29,2,3
37.0,4,27,4,2
37.1,4,28,5,3
